command_address,response_address,command_memory,response_memory,command_memory_count,response_memory_count,comm_read_function,resp_read_fun,resp_write_fun,sub_function,resp_length,setpoint,control_mode,control_scheme,pump,solenoid,measurement,time,result
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.0863909999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.9310350000000001,1.228985,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.114943,1.001802,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-210763776.0,1.0781379999999998,1
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0625,1.263363,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.241379,1.21271,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.5625,1.138423,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.4375,1.1933049999999998,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.006828,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.26652,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.163507,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.1875,1.080287,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.135271,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.5862069999999999,1.171239,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,3.6551730000000004,1.046733,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.2172319999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.07587,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.896552,1.129117,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.4375,1.111528,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.187034,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.5625,1.22355,2
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.0138120000000002,4
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0059049999999998,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.494253,1.098166,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.209673,0
4,4,183,233,9,18,3,3,10,0,19,20,1,0,0,0,29.252874,1.05754,3
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.228051,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,4.344828,1.193066,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.272901,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.5625,1.093839,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-3325952.0,1.120651,1
4,4,183,233,9,18,7,3,10,0,19,20,0,1,0,0,0.264368,1.1021219999999998,6
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.5057470000000001,1.145714,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.885057,1.053092,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.011493999999999999,1.053124,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.482759,1.1483290000000002,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.264368,1.1353469999999999,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,1.275862,1.278669,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.264368,1.065798,0
50,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.044622,6
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.172414,1.1055760000000001,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.004143,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.068966,1.247075,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,2.287356,1.169303,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.268204,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,4.2183910000000004,1.1652930000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.181734,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.517241,1.192006,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.122866,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.02083,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-3.89e+24,1.212002,1
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.2331159999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.068966,1.024102,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.0129629999999998,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.5625,1.278161,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.091954,1.134874,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.287356,1.227494,4
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.058746,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,15.436782000000001,1.029685,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.236219,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.43678199999999995,1.093125,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-13172736.0,1.218731,1
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.002127,7
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.142176,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.235881,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.29885100000000003,1.2400010000000001,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.206666,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.126437,1.136609,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.004895,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.7241380000000001,1.062373,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0037049999999998,7
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.181545,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.2383,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.073005,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,14.126435999999998,1.195792,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.678161,1.066337,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.9375,1.0662049999999998,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.0039040000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.126437,1.0432190000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.4375,1.227643,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.816092,1.226452,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.271175,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,18.609196,1.122998,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-4.08e+30,1.0040129999999998,1
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.288057,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,6.068965,1.1821700000000002,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.25,1.228736,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.103448,1.1220450000000002,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.208157,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.034483,1.2354180000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.75,1.2833350000000001,2
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.0801399999999999,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.146866,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-13690208256.0,1.257558,1
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.625,1.106796,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.162657,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.133098,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.125,1.035555,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,15.022988,1.005141,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.0518809999999998,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.625,1.0480459999999998,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.125,1.161011,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-12.75,1.078307,1
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.097389,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.287356,1.28765,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.025574,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-52690944.0,1.2273129999999999,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.022989,1.102317,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.114977,0
4,4,183,233,9,18,3,3,10,0,19,90,2,1,0,0,1.1264370000000001,1.215549,4
4,4,183,233,9,18,3,3,10,0,19,80,0,1,0,0,0.183908,1.131734,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.1875,1.251344,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.22988499999999998,1.1768100000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.248035,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.282181,4
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.1184129999999999,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,1.758621,1.2646540000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,2.8850569999999998,1.197164,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.0413620000000001,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.9195399999999999,1.077689,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.02705,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-9.86e+26,1.221482,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.1294540000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,3.91954,1.099212,0
4,4,0,233,1,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.153829,6
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.184527,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.000017,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.1875,1.255426,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.002887,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.770115,1.26311,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.5057470000000001,1.109535,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.275862,1.232083,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-880000000000000.0,1.197563,1
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,15.609195999999999,1.078884,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.5862069999999999,1.182023,0
4,4,183,233,9,18,3,3,10,0,19,20,1,0,0,0,0.241379,1.0657780000000001,3
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.1480620000000001,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.006055,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.875,1.119371,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.195402,1.08848,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.375,1.212877,2
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.1506370000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.163918,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.42528699999999997,1.123803,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.008346,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-3200.0,1.2729,1
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.2438069999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.20689699999999997,1.159006,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,20.459770000000002,1.057796,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.067437,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-6.68e+37,1.138692,1
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0,1.231668,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.6875,1.057392,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.25657,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.118092,0
4,4,183,233,9,18,3,3,10,0,19,20,1,0,0,0,19.551723000000003,1.0865770000000001,3
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.2140879999999998,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.375,1.14068,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.003847,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.701149,1.0622040000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.7471260000000001,1.1410559999999998,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.321839,1.146924,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0053459999999999,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.20689699999999997,1.2783790000000002,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.0625,1.063233,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.9375,1.2386110000000001,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.45976999999999996,1.118719,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.4375,1.2064409999999999,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.21839099999999997,1.2187290000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.195402,1.040014,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.298435,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.20689699999999997,1.233686,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.023579,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.286799,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.2880120000000002,4
4,4,183,233,9,18,3,3,10,1,19,20,2,1,1,0,15.678162,1.1539110000000001,5
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.23929,0
11,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.16229,6
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.25,1.06871,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.45976999999999996,1.278165,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.253695,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,15.597701,1.026111,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.018094,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,3.310345,1.021249,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0,1.21147,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.20689699999999997,1.139948,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.21839099999999997,1.018201,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.0554569999999999,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.007567,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.4375,1.2795239999999999,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.1016270000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.375,1.1720110000000001,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,19.367815,1.058724,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,11.954023,1.0011219999999998,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0043309999999999,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,15.954023000000001,1.119107,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.29885100000000003,1.064853,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.5625,1.112188,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.21839099999999997,1.173978,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0092219999999998,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-1.05e+36,1.166703,1
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.007785,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.150758,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.274996,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-2.32e+20,1.1395469999999999,1
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.5,1.166898,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.793103,1.133545,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.051526,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.5,1.171513,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,4.735632,1.160051,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.000837,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.1158350000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.065215,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-3.83e+24,1.163154,1
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.002768,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.113815,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,15.344826999999999,1.2023409999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.689655,1.130002,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,3.9310339999999995,1.214905,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.238271,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.264368,1.29859,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.054127,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.3125,1.2349629999999998,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.096117,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.007047,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.195402,1.108214,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.242481,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.287356,1.25363,0
4,4,183,233,9,18,3,3,10,0,19,20,1,0,0,0,27.965515000000003,1.050761,3
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.182221,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,14.494252,1.233047,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,20.264368,1.071418,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.299614,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-2.6400000000000003e+35,1.17731,1
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,2.827586,1.278299,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.004461,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.413793,1.063625,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.287356,1.09705,4
4,4,183,233,9,18,3,3,10,4,19,20,2,1,1,0,14.83908,1.117242,5
4,4,183,233,9,18,3,3,10,0,19,90,0,1,0,0,0.29885100000000003,1.163886,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.1941,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.114943,1.138559,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.643678,1.014476,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,2.79e+22,1.141355,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.103448,1.036118,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.026286,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.287356,1.215742,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.011493999999999999,1.081612,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.20689699999999997,1.25868,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,-1.58e+29,1.007994,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.9375,1.291562,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.241379,1.269968,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.036299,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,15.482757999999999,1.072167,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.375,1.2124780000000002,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.231691,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.144126,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0625,1.29298,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.75,1.156686,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.2849389999999998,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,20.425287,1.228397,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.034483,1.249733,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.22988499999999998,1.143418,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,2.83908,1.0325870000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.297419,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.125,1.105745,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.9425290000000002,1.262691,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,14.482759,1.122593,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.9375,1.1624370000000002,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0009270000000001,7
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.256467,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,16.632185,1.298239,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.125,1.2758040000000002,2
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.001357,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.375,1.152744,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.494253,1.138932,0
4,4,183,233,9,18,3,3,10,0,19,80,0,1,0,0,0.183908,1.078511,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.035205,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,4.137931,1.154608,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.235802,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.245331,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.875,1.0776059999999998,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.246456,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.022989,1.1397469999999998,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0018799999999999,7
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.001676,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.252082,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.0073590000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.156375,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.080186,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,14.344828,1.224492,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.125,1.1713120000000001,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.015451,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.287356,1.16499,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.1243049999999999,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.264851,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.375,1.19239,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.008274,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.129459,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.162103,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.091954,1.134427,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.100465,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.1875,1.27966,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.045977,1.265866,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.75,1.28988,2
